method,id,gold,base_label,predicted_label,biolinkbert_label,uncertainty_score,audit_score,label_entropy,maybe_fraction,inconclusive_fraction,mean_disagreement_with_mode,flip_rate,panel_uncertainty_conf,bert_is_maybe,semantic_entropy,supported,refuted,silent
debate_pqal500_biolinkbert,pubmedqa-official-24666444,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18496363,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12040336,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14631523,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21823940,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17971187,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27642458,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12970636,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11138995,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15388567,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19142546,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8921484,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26209118,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22668852,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18019905,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18378554,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24073931,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-7547656,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-28359277,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18667100,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10781708,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22522271,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11955750,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26126304,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27338535,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24799031,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18319270,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21789019,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11567820,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10966943,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8199520,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21889895,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26113007,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17208539,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20538207,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9603166,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21194998,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21252642,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16678696,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20549895,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16418930,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8521557,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16809243,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10798511,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10834864,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16962519,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19575104,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24809662,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20602101,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26852225,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19398929,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25614468,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11926574,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10973547,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26471488,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19520213,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23677366,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17342562,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16296668,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17054994,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26556589,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15052394,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22513023,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15919266,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15095519,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12006913,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8738894,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21431987,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22154448,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15053041,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22365295,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19546588,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-7482275,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24698298,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18274917,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21946341,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23568387,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21256734,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22534881,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8566975,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23761381,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22668712,no,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22023714,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22504515,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21164063,no,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18359123,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16827975,no,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24922528,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-15774570,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20736887,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11483547,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9542484,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18708308,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18435678,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23455575,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22537902,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18926458,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12090319,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12380309,no,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27989969,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25752912,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26536001,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21849531,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16872243,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23571528,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19481382,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23621776,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22227642,no,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23025584,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11862129,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22236315,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21361755,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18719011,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11438275,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16778275,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17051586,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24061619,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22233470,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23497210,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25488308,no,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22382608,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19237087,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10381996,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-9100537,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23422012,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22876568,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17445978,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20608141,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23177368,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-8847047,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22011946,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27394685,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23794696,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23076787,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19854401,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14652839,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-7664228,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17062234,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24449622,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12070552,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19836806,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19913785,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24739448,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24625433,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16403186,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10375486,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17032327,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27643961,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22042121,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17274051,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27096199,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-7497757,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21459725,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27040842,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20187289,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-21712147,no,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10456814,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17192736,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27757987,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12769830,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22251324,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-28196511,no,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18284441,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18802997,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17621202,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11411430,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26708803,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25079920,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25793749,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19103915,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11867487,maybe,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12630042,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19468282,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16538201,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20971618,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24336869,maybe,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20197761,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16968876,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26778755,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18568290,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25371231,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25394614,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11570976,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16816043,maybe,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12805495,maybe,maybe,maybe,maybe,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25571931,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19578820,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18243752,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-11458136,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12790890,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18714572,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25103647,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24995509,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27044366,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26606599,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17076091,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26037986,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-22491528,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-24591144,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19351635,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20337202,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-23149821,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-18235194,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16392897,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17940352,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-27615402,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25779009,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-12407608,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-14599616,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-10223070,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-20736672,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25277731,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-17691856,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-16735905,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-19694846,maybe,no,no,no,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-25007420,maybe,yes,yes,yes,,,,,,,,,,,,,
debate_pqal500_biolinkbert,pubmedqa-official-26134053,maybe,yes,yes,yes,,,,,,,,,,,,,
audit_gpt5_balanced90,pubmedqa-official-12377809,yes,,,,,0.0,,,,,,,,,4,0,0
audit_gpt5_balanced90,pubmedqa-official-24577079,no,,,,,0.35,,,,,,,,,1,1,0
audit_gpt5_balanced90,pubmedqa-official-18284441,maybe,,,,,0.1625,,,,,,,,,3,0,1
audit_gpt5_balanced90,pubmedqa-official-26163474,yes,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-24669960,no,,,,,0.0,,,,,,,,,0,3,0
audit_gpt5_balanced90,pubmedqa-official-18802997,maybe,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_gpt5_balanced90,pubmedqa-official-19100463,yes,,,,,0.1625,,,,,,,,,3,0,1
audit_gpt5_balanced90,pubmedqa-official-15502995,no,,,,,0.35,,,,,,,,,1,1,0
audit_gpt5_balanced90,pubmedqa-official-17621202,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-18537964,yes,,,,,0.0,,,,,,,,,2,0,0
audit_gpt5_balanced90,pubmedqa-official-21214884,no,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_gpt5_balanced90,pubmedqa-official-11411430,maybe,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_gpt5_balanced90,pubmedqa-official-12913878,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_gpt5_balanced90,pubmedqa-official-24476003,no,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_gpt5_balanced90,pubmedqa-official-26708803,maybe,,,,,0.0,,,,,,,,,4,0,0
audit_gpt5_balanced90,pubmedqa-official-12765819,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_gpt5_balanced90,pubmedqa-official-22758782,no,,,,,0.21666666666666667,,,,,,,,,0,2,1
audit_gpt5_balanced90,pubmedqa-official-25079920,maybe,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_gpt5_balanced90,pubmedqa-official-25475395,yes,,,,,0.0,,,,,,,,,4,0,0
audit_gpt5_balanced90,pubmedqa-official-14627582,no,,,,,0.175,,,,,,,,,3,1,0
audit_gpt5_balanced90,pubmedqa-official-25793749,maybe,,,,,0.35,,,,,,,,,1,1,0
audit_gpt5_balanced90,pubmedqa-official-19130332,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_gpt5_balanced90,pubmedqa-official-24666444,no,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-19103915,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-9427037,yes,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-18496363,no,,,,,0.23333333333333334,,,,,,,,,2,1,0
audit_gpt5_balanced90,pubmedqa-official-11867487,maybe,,,,,0.43333333333333335,,,,,,,,,0,1,2
audit_gpt5_balanced90,pubmedqa-official-24481006,yes,,,,,0.21666666666666667,,,,,,,,,2,0,1
audit_gpt5_balanced90,pubmedqa-official-12040336,no,,,,,0.35,,,,,,,,,2,2,0
audit_gpt5_balanced90,pubmedqa-official-12630042,maybe,,,,,0.325,,,,,,,,,1,0,1
audit_gpt5_balanced90,pubmedqa-official-8165771,yes,,,,,0.35,,,,,,,,,2,2,0
audit_gpt5_balanced90,pubmedqa-official-14631523,no,,,,,0.1625,,,,,,,,,0,3,1
audit_gpt5_balanced90,pubmedqa-official-19468282,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-22680064,yes,,,,,0.0,,,,,,,,,2,0,0
audit_gpt5_balanced90,pubmedqa-official-21823940,no,,,,,0.0,,,,,,,,,4,0,0
audit_gpt5_balanced90,pubmedqa-official-16538201,maybe,,,,,0.175,,,,,,,,,3,1,0
audit_gpt5_balanced90,pubmedqa-official-22540518,yes,,,,,0.1625,,,,,,,,,3,0,1
audit_gpt5_balanced90,pubmedqa-official-17971187,no,,,,,0.0,,,,,,,,,0,3,0
audit_gpt5_balanced90,pubmedqa-official-20971618,maybe,,,,,0.23333333333333334,,,,,,,,,1,2,0
audit_gpt5_balanced90,pubmedqa-official-20629769,yes,,,,,0.0,,,,,,,,,4,0,0
audit_gpt5_balanced90,pubmedqa-official-27642458,no,,,,,0.1625,,,,,,,,,3,0,1
audit_gpt5_balanced90,pubmedqa-official-24336869,maybe,,,,,0.325,,,,,,,,,2,0,2
audit_gpt5_balanced90,pubmedqa-official-21726930,yes,,,,,0.0,,,,,,,,,2,0,0
audit_gpt5_balanced90,pubmedqa-official-12970636,no,,,,,0.1625,,,,,,,,,3,0,1
audit_gpt5_balanced90,pubmedqa-official-20197761,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-21481154,yes,,,,,0.1625,,,,,,,,,3,0,1
audit_gpt5_balanced90,pubmedqa-official-11138995,no,,,,,0.5666666666666667,,,,,,,,,1,1,1
audit_gpt5_balanced90,pubmedqa-official-16968876,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-22902073,yes,,,,,0.1625,,,,,,,,,3,0,1
audit_gpt5_balanced90,pubmedqa-official-15388567,no,,,,,0.23333333333333334,,,,,,,,,1,2,0
audit_gpt5_balanced90,pubmedqa-official-26778755,maybe,,,,,0.175,,,,,,,,,3,1,0
audit_gpt5_balanced90,pubmedqa-official-26370095,yes,,,,,0.0,,,,,,,,,4,0,0
audit_gpt5_balanced90,pubmedqa-official-19142546,no,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-18568290,maybe,,,,,0.0,,,,,,,,,3,0,0
audit_gpt5_balanced90,pubmedqa-official-18041059,yes,,,,,0.325,,,,,,,,,2,0,2
audit_gpt5_balanced90,pubmedqa-official-8921484,no,,,,,0.23333333333333334,,,,,,,,,2,1,0
